ACCOUNTCLIENTCATEGORY,ACCOUNTID,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,Amount,CREATEDDATE,Category,Close_Date,DAYSSINCELASTACTIVITY,FORECASTCATEGORY,ID,ISCLOSED,ISWON,LEADSOURCE,LastProcessedDate,OWNERID,Opportunity_Age,Opportunity_GoldenId,Opportunity_Name,Opportunity_Owner,PROBABILITY,STAGESORTORDER,Stage_Name
Regular,0015f00000FJYKLAA5,High Net Worth Families,Cortney Kuvalis,443600,2022-05-29 00:00:00,Residential,2022-09-26 00:00:00,705,Closed,0065f0000089iIYAAY,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxeAAA,274,006Dm000003RqgcIAC,Cortney Kuvalis - Mortgage - 443600,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXoqAAH,High Net Worth Families,Eliseo Legros,108000,2022-05-31 00:00:00,Home Equity,2022-09-28 00:00:00,371,Closed,0065f0000089iD2AAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxeAAA,218,006Dm000003RqgcIAC,Eliseo Legros - Loan - 6000,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXrGAAX,Retired,Tianna Kub,66200,2022-06-12 00:00:00,Home Equity,2022-09-30 00:00:00,445,Closed,0065f0000089iH1AAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,384,006Dm000003RqgcIAC,Tianna Kub - Loan - 18100,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJXowAAH,Mass Market,Lois Kiehn,249700,2022-06-03 00:00:00,Residential,2022-10-01 00:00:00,857,Closed,0065f0000089iFNAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxfAAA,248,006Dm000003RqgcIAC,Lois Kiehn - Mortgage - 249700,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJYKVAA5,Retired,Britt Boyer,426800,2022-06-11 00:00:00,Residential,2022-10-09 00:00:00,326,Closed,0065f0000089iGeAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxlAAA,282,006Dm000003RqgcIAC,Britt Boyer - Mortgage - 426800,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJYKeAAP,Millennials,Susie Herzog,473900,2022-02-04 00:00:00,Residential,2022-10-12 00:00:00,816,Omitted,0065f0000089iENAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxZAAQ,236,006Dm000003RqgcIAC,Susie Herzog - Mortgage - 473900,Allen Advisor,,6,6. Closed Lost
Regular,0015f00000FJYKeAAP,High Net Worth Families,Isaac Langosh,494600,2022-05-02 00:00:00,Residential,2022-08-20 00:00:00,309,Omitted,0065f0000089iEMAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxZAAQ,319,006Dm000003RqgcIAC,Isaac Langosh - Mortgage - 494600,Allen Advisor,0.6,2,3. Credit Review
Preferred,0015f00000FJXpRAAX,Millennials,Janene Mueller,393200,2022-02-05 00:00:00,Residential,2022-10-12 00:00:00,344,Omitted,0065f0000089iDbAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxfAAA,232,006Dm000003RqgcIAC,Janene Mueller - Mortgage - 393200,Mark Garet,0.63,2,3. Credit Review
Preferred,0015f00000FJXpQAAX,Retired,Marlyn Gleichner,256800,2022-02-10 00:00:00,Residential,2022-10-12 00:00:00,371,Best Case,0065f0000089iE2AAI,FALSE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxZAAQ,382,006Dm000003RqgcIAC,Marlyn Gleichner - Mortgage - 256800,Allen Advisor,0.61,2,2. Qualification
Regular,0015f00000FJXpUAAX,Retired,Retha Murray,490600,2022-02-12 00:00:00,Residential,2022-10-12 00:00:00,535,Best Case,0065f000002PL7oAAG,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxgAAA,308,006Dm000003RqgcIAC,Retha Murray - Mortgage - 490600,Allen Advisor,0.58,1,1. Doc Prep
Regular,0015f00000FJXpZAAX,Mass Market,Juliana Schowalter IV,247500,2022-02-22 00:00:00,Residential,2022-10-12 00:00:00,437,Closed,0065f0000089iHmAAI,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxfAAA,271,006Dm000003RqgcIAC,Juliana Schowalter IV - Mortgage - 247500,Brenda Banker,1,5,5. Closed Won
Preferred,0015f00000FJXpOAAX,Retired,Robbin Becker V,472200,2022-03-01 00:00:00,Residential,2022-10-12 00:00:00,852,Closed,0065f0000089iFtAAI,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,284,006Dm000003RqgcIAC,Robbin Becker V - Mortgage - 472200,Brenda Banker,0.61,2,2. Qualification
Preferred,0015f00000FJXpYAAX,Affluent Professionals,Mr. Alan Stamm,65400,2022-02-14 00:00:00,Home Equity,2022-06-04 00:00:00,279,Omitted,0065f0000089iHtAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,201,006Dm000003RqgcIAC,Mr. Alan Stamm - Loan - 24400,Allen Advisor,0.58,2,3. Credit Review
Regular,0015f00000FJYKaAAP,Millennials,Rupert DuBuque DVM,339200,2022-02-08 00:00:00,Residential,2022-06-08 00:00:00,277,Omitted,0065f0000089iHrAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f000005glsHAAQ,213,006Dm000003RqgcIAC,Rupert DuBuque DVM - Mortgage - 339200,Allen Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXpRAAX,High Net Worth Families,Broderick Witting II,421700,2022-03-01 00:00:00,Residential,2022-06-09 00:00:00,836,Best Case,0065f0000089iDeAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxZAAQ,252,006Dm000003RqgcIAC,Broderick Witting II - Mortgage - 421700,Brenda Banker,0.59,1,3. Credit Review
Preferred,0015f00000FJYKPAA5,Affluent Professionals,Hobert Terry,325600,2022-03-03 00:00:00,Residential,2022-06-11 00:00:00,719,Closed,0065f0000089iEYAAY,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxXAAQ,357,006Dm000003RqgcIAC,Hobert Terry - Mortgage - 325600,Brenda Banker,1,5,5. Closed Won
Regular,0015f00000FJXpaAAH,Affluent Professionals,Mrs. Antoine Durgan,124800,2022-03-07 00:00:00,Home Equity,2022-06-15 00:00:00,880,Omitted,0065f0000089iDiAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,223,006Dm000003RqgcIAC,Mrs. Antoine Durgan - Loan - 25000,Chelsea Advisor,,6,6. Closed Lost
Regular,0015f00000FJXpLAAX,Millennials,Britt Botsford,323600,2022-02-27 00:00:00,Residential,2022-06-17 00:00:00,883,Best Case,0065f0000089iEDAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxdAAA,280,006Dm000003RqgcIAC,Britt Botsford - Mortgage - 323600,Allen Advisor,0.63,1,1. Doc Prep
Regular,0015f00000FJXotAAH,Retired,Ty Bruen,276100,2022-03-10 00:00:00,Residential,2022-06-18 00:00:00,858,Best Case,0065f0000089iDmAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxeAAA,348,006Dm000003RqgcIAC,Ty Bruen - Mortgage - 276100,Allen Advisor,0.59,1,1. Doc Prep
Preferred,0015f00000FJXotAAH,Affluent Professionals,Kate Gislason,91100,2022-02-18 00:00:00,Home Equity,2022-06-18 00:00:00,729,Omitted,0065f0000089iFJAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,313,006Dm000003RqgcIAC,Kate Gislason - Loan - 6200,Allen Advisor,,6,6. Closed Lost
Regular,0015f00000FJXpLAAX,High Net Worth Families,Ian Russel PhD,442400,2022-03-01 00:00:00,Residential,2022-06-19 00:00:00,278,Best Case,0065f0000089iIyAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxdAAA,278,006Dm000003RqgcIAC,Ian Russel PhD - Mortgage - 442400,Allen Advisor,0.65,1,1. Doc Prep
Preferred,0015f00000FJXpWAAX,High Net Worth Families,Corey Hoppe,439800,2022-02-26 00:00:00,Residential,2022-06-26 00:00:00,275,Omitted,0065f0000089iEmAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,256,006Dm000003RqgcIAC,Corey Hoppe - Mortgage - 439800,Chelsea Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXpaAAH,Millennials,Mr. Fidel Conn,245900,2022-03-10 00:00:00,Residential,2022-06-28 00:00:00,614,Best Case,0065f0000089iDiAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxdAAA,228,006Dm000003RqgcIAC,Mr. Fidel Conn - Mortgage - 245900,Chelsea Advisor,0.42,1,1. Doc Prep
Regular,0015f00000FJXpYAAX,Retired,Renate Kirlin V,69900,2022-03-10 00:00:00,Home Equity,2022-07-08 00:00:00,687,Closed,0065f0000089iHtAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxdAAA,225,006Dm000003RqgcIAC,Renate Kirlin V - Loan - 19300,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXowAAH,Retired,Dr. Odis Skiles,334400,2022-03-20 00:00:00,Residential,2022-07-08 00:00:00,561,Omitted,0065f0000089iGPAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxfAAA,218,006Dm000003RqgcIAC,Dr. Odis Skiles - Mortgage - 334400,Allen Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXpFAAX,Affluent Professionals,Kenya Mertz,222100,2022-03-31 00:00:00,Residential,2022-07-09 00:00:00,817,Closed,0065f0000089iHnAAI,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxdAAA,376,006Dm000003RqgcIAC,Kenya Mertz - Mortgage - 222100,Chelsea Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXpPAAX,Retired,Miquel Jast,492200,2022-03-25 00:00:00,Residential,2022-07-13 00:00:00,373,Best Case,0065f0000089iJZAAY,FALSE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,476,006Dm000003RqgcIAC,Miquel Jast - Mortgage - 492200,Allen Advisor,0.85,4,3. Credit Review
Regular,0015f00000FJXpWAAX,High Net Worth Families,Ray Nikolaus,207700,2022-03-30 00:00:00,Residential,2022-07-18 00:00:00,897,Closed,0065f0000089iELAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxfAAA,348,006Dm000003RqgcIAC,Ray Nikolaus - Mortgage - 207700,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXpOAAX,Retired,Lawerence Satterfield III,463300,2022-04-12 00:00:00,Residential,2022-07-21 00:00:00,374,Commit,0065f0000089iFtAAI,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxYAAQ,201,006Dm000003RqgcIAC,Lawerence Satterfield III - Mortgage - 463300,Brenda Banker,0.78,4,4. Underwriting
Regular,0015f00000FJXozAAH,High Net Worth Families,Nicol Ondricka,194700,2022-03-26 00:00:00,Residential,2022-07-24 00:00:00,799,Best Case,0065f0000089iDoAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxTAAQ,201,006Dm000003RqgcIAC,Nicol Ondricka - Mortgage - 194700,Allen Advisor,0.65,1,1. Doc Prep
Preferred,0015f00000FJXpfAAH,Mass Market,Macie Murray,293500,2022-04-28 00:00:00,Residential,2022-07-27 00:00:00,381,Commit,0065f0000089iFuAAI,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxTAAQ,246,006Dm000003RqgcIAC,Macie Murray - Mortgage - 293500,Chelsea Advisor,0.88,4,3. Credit Review
Preferred,0015f00000FJYKSAA5,High Net Worth Families,Marty Gerlach,51600,2022-04-01 00:00:00,Home Equity,2022-07-30 00:00:00,235,Best Case,0065f0000089iGgAAI,FALSE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxYAAQ,309,006Dm000003RqgcIAC,Marty Gerlach - Loan - 6400,Allen Advisor,0.89,3,3. Credit Review
Preferred,0015f00000FJXphAAH,Millennials,Eugenia Sawayn,115900,2022-04-21 00:00:00,Home Equity,2022-07-30 00:00:00,513,Closed,0065f0000089iFAAAY,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxXAAQ,201,006Dm000003RqgcIAC,Eugenia Sawayn - Loan - 16200,Chelsea Advisor,0.58,2,3. Credit Review
Preferred,0015f00000FJYKWAA5,Retired,Miss Frederic Goldner,113900,2022-04-27 00:00:00,Home Equity,2022-08-05 00:00:00,934,Commit,0065f0000089iDGAAY,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxjAAA,355,006Dm000003RqgcIAC,Miss Frederic Goldner - Loan - 20700,Allen Advisor,0.91,4,4. Underwriting
Regular,0015f00000FJYKSAA5,High Net Worth Families,Miss Virgen West,34600,2022-04-28 00:00:00,Home Equity,2022-08-06 00:00:00,390,Commit,0065f0000089iGgAAI,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,304,006Dm000003RqgcIAC,Miss Virgen West - Loan - 12700,Chelsea Advisor,0.92,4,4. Underwriting
Preferred,0015f00000FJXotAAH,Mass Market,Bradly White,405500,2022-04-19 00:00:00,Residential,2022-08-17 00:00:00,274,Best Case,0065f0000089iF5AAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,356,006Dm000003RqgcIAC,Bradly White - Mortgage - 405500,Chelsea Advisor,0.64,1,3. Credit Review
Preferred,0015f00000FJXpFAAX,Mass Market,Miss Kirk Heller,216800,2022-05-01 00:00:00,Residential,2022-08-19 00:00:00,479,Best Case,0065f0000089iFnAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxZAAQ,280,006Dm000003RqgcIAC,Miss Kirk Heller - Mortgage - 216800,Allen Advisor,0.62,1,3. Credit Review
Preferred,0015f00000FJXpPAAX,Affluent Professionals,Charlie Lesch,468400,2022-05-14 00:00:00,Residential,2022-08-22 00:00:00,727,Closed,0065f0000089iEqAAI,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxfAAA,339,006Dm000003RqgcIAC,Charlie Lesch - Mortgage - 468400,Allen Advisor,0.59,2,2. Qualification
Preferred,0015f00000FJXpVAAX,Millennials,Erich O'Conner,431000,2022-05-05 00:00:00,Residential,2022-08-23 00:00:00,416,Closed,0065f000002PL7tAAG,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,333,006Dm000003RqgcIAC,Erich O'Conner - Mortgage - 431000,Chelsea Advisor,1,5,5. Closed Won
Regular,0015f00000FJXogAAH,Retired,Chana Murray,246500,2022-04-29 00:00:00,Residential,2022-08-27 00:00:00,894,Commit,0065f0000089iFSAAY,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxYAAQ,292,006Dm000003RqgcIAC,Chana Murray - Mortgage - 246500,Chelsea Advisor,0.75,4,3. Credit Review
Regular,0015f00000FJXotAAH,Affluent Professionals,Paris Schmeler,321500,2022-05-01 00:00:00,Residential,2022-08-29 00:00:00,313,Closed,0065f0000089iFJAAY,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxeAAA,302,006Dm000003RqgcIAC,Paris Schmeler - Mortgage - 321500,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJXouAAH,Retired,Drew Jacobi,143900,2022-05-08 00:00:00,Home Equity,2022-09-05 00:00:00,410,Commit,0065f000002PL7sAAG,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,378,006Dm000003RqgcIAC,Drew Jacobi - Loan - 19300,Brenda Banker,0.88,4,4. Underwriting
Regular,0015f00000FJXpNAAX,Mass Market,Sue Wiza,346100,2022-05-19 00:00:00,Residential,2022-09-06 00:00:00,637,Closed,0065f0000089iGaAAI,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,298,006Dm000003RqgcIAC,Sue Wiza - Mortgage - 346100,Allen Advisor,0.65,2,2. Qualification
Preferred,0015f00000FJYKVAA5,High Net Worth Families,Amira Hartmann,87700,2022-05-25 00:00:00,Home Equity,2022-09-12 00:00:00,720,Closed,0065f000002PL8IAAW,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxXAAQ,367,006Dm000003RqgcIAC,Amira Hartmann - Loan - 12100,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJYKPAA5,Retired,Kurt Corkery V,94900,2022-06-10 00:00:00,Home Equity,2022-09-18 00:00:00,676,Best Case,0065f0000089iEYAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,297,006Dm000003RqgcIAC,Kurt Corkery V - Loan - 20000,Brenda Banker,0.65,1,3. Credit Review
Preferred,0015f00000FJXoyAAH,Retired,Mrs. Carrol Renner,159000,2022-06-10 00:00:00,Residential,2022-09-18 00:00:00,326,Closed,0065f000002PL7uAAG,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074k3tAAA,286,006Dm000003RqgcIAC,Mrs. Carrol Renner - Mortgage - 159000,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXoyAAH,Millennials,Lavern Bode,160300,2022-06-11 00:00:00,Residential,2022-09-19 00:00:00,690,Commit,0065f000002PL7uAAG,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,382,006Dm000003RqgcIAC,Lavern Bode - Mortgage - 160300,Allen Advisor,0.73,4,4. Underwriting
Regular,0015f00000FJXpNAAX,Affluent Professionals,Lachelle Nienow,217300,2022-05-24 00:00:00,Residential,2022-09-21 00:00:00,930,Omitted,0065f0000089iGaAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxYAAQ,230,006Dm000003RqgcIAC,Lachelle Nienow - Mortgage - 217300,Brenda Banker,,6,6. Closed Lost
Preferred,0015f00000FJXpeAAH,Millennials,Deeann Yost,321900,2022-06-07 00:00:00,Residential,2022-10-05 00:00:00,295,Best Case,0065f0000089iG0AAI,FALSE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxjAAA,301,006Dm000003RqgcIAC,Deeann Yost - Mortgage - 321900,Allen Advisor,0.53,1,1. Doc Prep
Regular,0015f00000FJXpxAAH,Millennials,Hassan Welch DVM,161400,2022-06-12 00:00:00,Residential,2022-10-10 00:00:00,902,Closed,0065f0000089iFXAAY,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxdAAA,312,006Dm000003RqgcIAC,Hassan Welch DVM - Mortgage - 161400,Mark Garet,1,5,5. Closed Won
Regular,0015f00000FJXouAAH,Affluent Professionals,Marica Konopelski,208600,2022-06-13 00:00:00,Residential,2022-10-11 00:00:00,640,Best Case,0065f0000089iIMAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxlAAA,328,006Dm000003RqgcIAC,Marica Konopelski - Mortgage - 208600,Chelsea Advisor,0.54,1,1. Doc Prep
Regular,0015f00000FJYJpAAP,Affluent Professionals,Mr. Andy Yundt,107000,2022-02-07 00:00:00,Home Equity,2022-10-12 00:00:00,759,Omitted,0065f0000089iFeAAI,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f000005glsHAAQ,232,006Dm000003RqgcIAC,Mr. Andy Yundt - Loan - 24000,Brenda Banker,,6,6. Closed Lost
Regular,0015f00000FJXpPAAX,Retired,Modesto Conn,31800,2022-02-01 00:00:00,Home Equity,2022-10-12 00:00:00,768,Closed,0065f0000089iIEAAY,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f0000074jxcAAA,288,006Dm000003RqgcIAC,Modesto Conn - Loan - 24700,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJXpPAAX,Millennials,Denny Donnelly III,49100,2022-02-12 00:00:00,Home Equity,2022-10-12 00:00:00,390,Closed,0065f0000089iIEAAY,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f0000074jxfAAA,279,006Dm000003RqgcIAC,Denny Donnelly III - Loan - 15600,Brenda Banker,1,5,5. Closed Won
Preferred,0015f00000FJXoeAAH,High Net Worth Families,Millard Harvey,291500,2022-02-04 00:00:00,Residential,2022-10-12 00:00:00,286,Omitted,0065f0000089iECAAY,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxcAAA,220,006Dm000003RqgcIAC,Millard Harvey - Mortgage - 291500,Brenda Banker,,6,6. Closed Lost
Regular,0015f00000FJXomAAH,Mass Market,Louis Jerde,205900,2022-02-16 00:00:00,Residential,2022-10-12 00:00:00,764,Closed,0065f0000089iMKAAY,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f0000074jyLAAQ,271,006Dm000003RqgcIAC,Louis Jerde - Mortgage - 205900,Allen Advisor,0.66,2,2. Qualification
Regular,0015f00000FJYONAA5,Mass Market,Claude Murazik,248400,2022-02-06 00:00:00,Residential,2022-10-12 00:00:00,709,Closed,0065f0000089iITAAY,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f000005glsHAAQ,329,006Dm000003RqgcIAC,Claude Murazik - Mortgage - 248400,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJYKWAA5,Mass Market,Mrs. Ashley Gerhold,187600,2022-03-02 00:00:00,Residential,2022-10-12 00:00:00,626,Best Case,0065f0000089iINAAY,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxdAAA,232,006Dm000003RqgcIAC,Mrs. Ashley Gerhold - Mortgage - 187600,Brenda Banker,0.46,1,1. Doc Prep
Regular,0015f00000FJYOQAA5,Retired,Marcy Bogan,36900,2022-02-21 00:00:00,Home Equity,2022-06-01 00:00:00,366,Best Case,0065f0000089iILAAY,FALSE,FALSE,Website,2022-09-05 00:00:00,0055f000005glsHAAQ,402,006Dm000003RqgcIAC,Marcy Bogan - Loan - 6800,Chelsea Advisor,0.72,4,3. Credit Review
Regular,0015f00000FJY3cAAH,High Net Worth Families,Johnna Buckridge,451800,2022-03-02 00:00:00,Residential,2022-06-10 00:00:00,807,Omitted,0065f0000089iDEAAY,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxUAAQ,236,006Dm000003RqgcIAC,Johnna Buckridge - Mortgage - 451800,Brenda Banker,0.63,2,3. Credit Review
Regular,0015f00000FJXpHAAX,Mass Market,Silas Wehner,142900,2022-03-04 00:00:00,Home Equity,2022-06-12 00:00:00,511,Omitted,0065f0000089iF7AAI,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxgAAA,258,006Dm000003RqgcIAC,Silas Wehner - Loan - 8600,Allen Advisor,,6,6. Closed Lost
Regular,0015f00000FJXpFAAX,Affluent Professionals,Ludivina Connelly,73700,2022-02-25 00:00:00,Home Equity,2022-06-15 00:00:00,324,Closed,0065f0000089iFOAAY,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxdAAA,224,006Dm000003RqgcIAC,Ludivina Connelly - Loan - 20100,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJYK1AAP,High Net Worth Families,Mr. Agatha Williamson,29800,2022-03-07 00:00:00,Home Equity,2022-06-15 00:00:00,225,Best Case,0065f0000089iIpAAI,FALSE,FALSE,Website,2022-09-05 00:00:00,0055f000005glsHAAQ,275,006Dm000003RqgcIAC,Mr. Agatha Williamson - Loan - 14100,Chelsea Advisor,0.58,1,1. Doc Prep
Regular,0015f00000FJYOPAA5,High Net Worth Families,Janie Emard,335400,2022-03-09 00:00:00,Residential,2022-06-17 00:00:00,276,Best Case,0065f0000089iIdAAI,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f000005glsHAAQ,267,006Dm000003RqgcIAC,Janie Emard - Mortgage - 335400,Allen Advisor,0.4,1,1. Doc Prep
Regular,0015f00000FJYOQAA5,Affluent Professionals,Bernadine Heaney,203200,2022-03-13 00:00:00,Residential,2022-06-21 00:00:00,551,Closed,0065f0000089iGLAAY,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f000005glsHAAQ,326,006Dm000003RqgcIAC,Bernadine Heaney - Mortgage - 203200,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXpXAAX,Retired,Dr. Todd Rohan,139700,2022-03-03 00:00:00,Home Equity,2022-06-21 00:00:00,823,Closed,0065f0000089iErAAI,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxYAAQ,382,006Dm000003RqgcIAC,Dr. Todd Rohan - Loan - 18400,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJYOPAA5,High Net Worth Families,Jeff Collier,118000,2022-03-13 00:00:00,Home Equity,2022-07-01 00:00:00,599,Best Case,0065f0000089iIkAAI,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f000005glsHAAQ,232,006Dm000003RqgcIAC,Jeff Collier - Loan - 6700,Brenda Banker,0.46,1,3. Credit Review
Regular,0015f00000FJXpSAAX,Retired,Vincenzo Lockman,32100,2022-03-27 00:00:00,Home Equity,2022-07-05 00:00:00,892,Omitted,0065f0000089iEJAAY,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxZAAQ,206,006Dm000003RqgcIAC,Vincenzo Lockman - Loan - 11300,Allen Advisor,,6,6. Closed Lost
Regular,0015f00000FJXpUAAX,Affluent Professionals,Dr. Melisa Simonis,230900,2022-03-13 00:00:00,Residential,2022-07-11 00:00:00,392,Best Case,0065f0000089iNLAAY,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxgAAA,282,006Dm000003RqgcIAC,Dr. Melisa Simonis - Mortgage - 230900,Allen Advisor,0.62,1,1. Doc Prep
Preferred,0015f00000FJXpfAAH,High Net Worth Families,Eliz Stokes MD,210200,2022-03-23 00:00:00,Residential,2022-07-21 00:00:00,754,Closed,0065f0000089iFaAAI,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f0000074jxcAAA,285,006Dm000003RqgcIAC,Eliz Stokes MD - Mortgage - 210200,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJY2iAAH,Mass Market,Georgiana Terry,141000,2022-03-25 00:00:00,Home Equity,2022-07-23 00:00:00,622,Omitted,0065f0000089iEiAAI,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f000005glsHAAQ,341,006Dm000003RqgcIAC,Georgiana Terry - Loan - 6300,Allen Advisor,0.87,2,3. Credit Review
Regular,0015f00000FJXpXAAX,Affluent Professionals,Dr. Linwood Jaskolski,285500,2022-04-16 00:00:00,Residential,2022-07-25 00:00:00,583,Omitted,0065f0000089iFzAAI,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxYAAQ,288,006Dm000003RqgcIAC,Dr. Linwood Jaskolski - Mortgage - 285500,Mark Garet,,6,6. Closed Lost
Regular,0015f00000FJXpLAAX,High Net Worth Families,Millard Koepp,349900,2022-04-19 00:00:00,Residential,2022-07-28 00:00:00,751,Best Case,0065f0000089iEjAAI,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxdAAA,354,006Dm000003RqgcIAC,Millard Koepp - Mortgage - 349900,Allen Advisor,0.54,1,1. Doc Prep
Preferred,0015f00000FJY3bAAH,High Net Worth Families,Siobhan Herzog,285800,2022-04-01 00:00:00,Residential,2022-07-30 00:00:00,922,Closed,0065f0000089iD9AAI,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxUAAQ,232,006Dm000003RqgcIAC,Siobhan Herzog - Mortgage - 285800,Allen Advisor,1,5,5. Closed Won
