ConvertedOppAmount,CreatedDate,IsConverted,LastProcessedDate,LeadActivities,LeadSource,Name,Owner,Owner_Name,Owner_SmallPhotoUrl,Rating,Status
,2022-11-02,FALSE,2023-11-29,15,Employee Referral,Eldin Dyke,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,New
,2022-10-15,TRUE,2023-11-29,9,Purchased List,Cirillo Hearle,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Converted
,2022-10-24,FALSE,2023-11-29,6,Other,Obadiah Crust,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-10-30,FALSE,2023-11-29,8,Employee Referral,Ignace Carwithim,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working  - Contacted
30000,2022-11-04,FALSE,2023-11-29,5,Other,Pippo Friedlos,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing
,2022-11-05,FALSE,2023-11-29,22,Other,Lila Rzehor,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Converted
,2022-10-15,TRUE,2023-11-29,24,Employee Referral,Chrisse McKeaney,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-11-02,FALSE,2023-11-29,13,Advertisement,Dulcie Gourdon,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Working
,2022-11-09,FALSE,2023-11-29,11,Advertisement,Kiley Leathe,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-10-26,TRUE,2023-11-29,10,Other,Fara Cotelard,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
46000,2022-10-21,FALSE,2023-11-29,8,Other,Spencer Shimwall,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Working  - Contacted
,2022-11-03,FALSE,2023-11-29,15,Purchased List,Gussy Ronisch,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Nurturing
27000,2022-11-04,FALSE,2023-11-29,15,Employee Referral,Ernie Blacklidge,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
12500,2022-10-19,TRUE,2023-11-29,23,Trade Show,Frederic Antal,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-10-23,FALSE,2023-11-29,,Employee Referral,Fred Jahnisch,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing - Contacted
,2022-10-19,FALSE,2023-11-29,10,Other,Sarah Loehr (Sample),Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Converted
,2022-10-31,FALSE,2023-11-29,9,Other,Jennifer Wall,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,New
,2022-11-07,TRUE,2023-11-29,16,Advertisement,Mohandis Fawdrey,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
87800,2022-10-25,FALSE,2023-11-29,13,Other,Iggie Reedshaw,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-11-02,FALSE,2023-11-29,8,Advertisement,Norris Philipard,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing - Contacted
48000,2022-11-05,FALSE,2023-11-29,13,Other,Demetri Knowlys,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,New
,2022-10-25,TRUE,2023-11-29,9,Purchased List,West,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Working  - Contacted
50000,2022-10-30,FALSE,2023-11-29,12,Other,Eilis Myerscough,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-10-19,FALSE,2023-11-29,13,Employee Referral,Carolus Aleksich,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-11-05,FALSE,2023-11-29,12,Employee Referral,Kristofor Straine,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-10-19,FALSE,2023-11-29,5,Advertisement,Darby Bartali,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Nurturing
,2022-10-31,TRUE,2023-11-29,5,Employee Referral,Hugibert Hainsworth,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working
,2022-11-08,FALSE,2023-11-29,15,Other,DaVinci,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
,2022-10-24,FALSE,2023-11-29,7,Employee Referral,Janet Shelton,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
,2022-10-24,TRUE,2023-11-29,10,Trade Show,Bieber,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Converted
,2022-11-03,FALSE,2023-11-29,9,Advertisement,Jewel Miliffe,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Converted
,2022-11-05,FALSE,2023-11-29,8,Purchased List,Tuesday Sillick,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,New
,2022-10-16,FALSE,2023-11-29,10,Employee Referral,Niall Ales,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing
,2022-10-22,TRUE,2023-11-29,14,Other,Hildegaard Chappelle,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Working  - Contacted
,2022-11-03,FALSE,2023-11-29,,Other,Roberts,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-10-17,FALSE,2023-11-29,12,Other,Artemus Skea,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Working
,2022-11-06,FALSE,2023-11-29,6,Other,Alexine Ford,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-15,TRUE,2023-11-29,23,Employee Referral,Mindy Mariot,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Qualified
106000,2022-11-01,FALSE,2023-11-29,11,Advertisement,Staford Bagnal,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Working
,2022-10-22,FALSE,2023-11-29,6,Other,Blithe Lavielle,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing
,2022-11-05,FALSE,2023-11-29,19,Purchased List,Mouse,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working  - Contacted
,2022-10-18,TRUE,2023-11-29,13,Employee Referral,Alexi McGaugie,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing - Contacted
,2022-11-05,FALSE,2023-11-29,22,Advertisement,Zsazsa Hempel,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
,2022-10-21,FALSE,2023-11-29,25,Trade Show,Daisi Schirok,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,New
,2022-10-28,FALSE,2023-11-29,5,Employee Referral,Ford,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Converted
,2022-10-22,TRUE,2023-11-29,22,Other,Mireielle Rolston,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-10-17,FALSE,2023-11-29,10,Other,Gretchen Kevlin,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Working  - Contacted
,2022-10-28,FALSE,2023-11-29,5,Advertisement,Symon Hamnett,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Converted
,2022-11-06,FALSE,2023-11-29,5,Employee Referral,Lorine Collinson,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
,2022-11-02,TRUE,2023-11-29,12,Other,Alasdair Arthars,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Nurturing - Contacted
,2022-11-05,FALSE,2023-11-29,17,Other,Adriena Caselli,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Qualified
,2022-10-26,FALSE,2023-11-29,9,Purchased List,Letterman,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Nurturing
,2022-10-15,FALSE,2023-11-29,8,Other,Timberlake,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Converted
,2022-10-23,FALSE,2023-11-29,20,Employee Referral,Aimee Shearer,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
136000,2022-10-31,TRUE,2023-11-29,13,Other,Jamison McCrillis,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing
,2022-10-15,FALSE,2023-11-29,8,Advertisement,Terry Cuttelar,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Qualified
,2022-11-02,FALSE,2023-11-29,22,Other,Ruthie Bilham,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working
24500,2022-11-07,TRUE,2023-11-29,13,Employee Referral,Minogue,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-10-24,FALSE,2023-11-29,25,Other,Dale Spurdle,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,New
33000,2022-11-06,FALSE,2023-11-29,5,Advertisement,Rhodie Eggar,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Qualified
100000,2022-10-18,FALSE,2023-11-29,21,Trade Show,Albertina Gosforth,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
137000,2022-11-05,FALSE,2023-11-29,,Employee Referral,Matthiew Cathenod,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
,2022-10-24,TRUE,2023-11-29,,Employee Referral,Isabel Pelosi,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working  - Contacted
,2022-10-29,FALSE,2023-11-29,12,Other,Jordain Labb,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing
,2022-11-02,FALSE,2023-11-29,15,Advertisement,Jerrold Siely,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Converted
,2022-11-10,FALSE,2023-11-29,9,Other,Dino Bursnoll,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,New
,2022-10-21,TRUE,2023-11-29,9,Employee Referral,Jeanne Crack,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Qualified
,2022-10-16,FALSE,2023-11-29,15,Purchased List,Willy Duffell,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing - Contacted
,2022-11-03,FALSE,2023-11-29,10,Other,Federer,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Converted
,2022-10-19,FALSE,2023-11-29,9,Other,Janessa Watkiss,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working
,2022-10-23,TRUE,2023-11-29,5,Purchased List,Diana,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working  - Contacted
79000,2022-11-07,FALSE,2023-11-29,22,Employee Referral,Carroll,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-11-08,FALSE,2023-11-29,19,Advertisement,Rubin Tanguy,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Nurturing
69100,2022-10-24,TRUE,2023-11-29,12,Other,Cele Dyka,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Qualified
,2022-10-30,FALSE,2023-11-29,9,Employee Referral,Wilhelmine Mattisson,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Working  - Contacted
,2022-11-03,FALSE,2023-11-29,7,Other,Giralda Sickling,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working
,2022-11-07,FALSE,2023-11-29,9,Advertisement,Monroe Duffield,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-20,FALSE,2023-11-29,24,Employee Referral,Janka Cisar,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,New
,2022-10-14,TRUE,2023-11-29,5,Trade Show,Carly Cruikshanks,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
31000,2022-11-06,FALSE,2023-11-29,16,Other,Alina Hartup,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Qualified
,2022-10-22,FALSE,2023-11-29,5,Other,Emelda Ondrich,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-11-01,TRUE,2023-11-29,23,Employee Referral,Tamiko Pearcehouse,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Nurturing - Contacted
,2022-10-19,FALSE,2023-11-29,15,Advertisement,Min Mussared,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing
,2022-11-06,FALSE,2023-11-29,10,Purchased List,Meade Pitson,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
,2022-10-26,FALSE,2023-11-29,15,Employee Referral,Lem Emmison,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-11-01,TRUE,2023-11-29,23,Other,Dun Damiata,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working
,2022-10-27,FALSE,2023-11-29,24,Other,Muffin Rosenshine,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Working
,2022-10-18,FALSE,2023-11-29,7,Advertisement,Dickens,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-10-30,FALSE,2023-11-29,14,Employee Referral,Daniel Palke,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
,2022-11-04,TRUE,2023-11-29,15,Other,Catharina Beale,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Nurturing
,2022-10-24,FALSE,2023-11-29,23,Purchased List,Tallou Larvin,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-10-19,FALSE,2023-11-29,14,Other,Shay Eason,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
31000,2022-11-08,FALSE,2023-11-29,9,Advertisement,Yettie Mulvin,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,New
26000,2022-10-31,FALSE,2023-11-29,11,Other,Ginevra Fraczek,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-11-09,TRUE,2023-11-29,15,Other,Adan Saldler,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working  - Contacted
50000,2022-11-02,FALSE,2023-11-29,5,Trade Show,Tiffie Gruszecki,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Working  - Contacted
,2022-10-21,FALSE,2023-11-29,23,Employee Referral,Hawking,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Converted
,2022-10-19,TRUE,2023-11-29,25,Employee Referral,Andy Smith (Sample),G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working
39000,2022-11-04,FALSE,2023-11-29,22,Advertisement,Aldwin Barrabeale,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing
,2022-11-03,FALSE,2023-11-29,16,Other,Elle Snailham,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Converted
,2022-10-15,FALSE,2023-11-29,13,Other,Marieann Gladhill,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,New
,2022-10-22,TRUE,2023-11-29,14,Purchased List,Morly Auletta,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Nurturing - Contacted
57000,2022-10-29,FALSE,2023-11-29,18,Other,Bert Oda,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Working  - Contacted
,2022-11-06,FALSE,2023-11-29,17,Employee Referral,Saunder Shatliffe,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Working
,2022-10-21,FALSE,2023-11-29,11,Employee Referral,Zaneta Nottle,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-10-22,TRUE,2023-11-29,9,Advertisement,Nichol Hargerie,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-11-05,FALSE,2023-11-29,10,Other,Kenn Armin,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Nurturing
,2022-11-01,FALSE,2023-11-29,14,Other,Spencer Matches,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Qualified
,2022-10-17,FALSE,2023-11-29,25,Employee Referral,Allegra Tubby,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Qualified
,2022-11-06,FALSE,2023-11-29,9,Advertisement,Harriott Jado,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
36000,2022-10-16,TRUE,2023-11-29,16,Employee Referral,Doy Bodemeaid,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-11-01,FALSE,2023-11-29,10,Trade Show,Hesther Souley,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
106000,2022-10-26,FALSE,2023-11-29,6,Other,Ashlin Falkinder,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,New
73000,2022-10-24,TRUE,2023-11-29,5,Other,Fee,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Working  - Contacted
,2022-10-18,FALSE,2023-11-29,12,Other,Analise Le Pruvost,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Nurturing
,2022-10-30,FALSE,2023-11-29,14,Employee Referral,Cyrus,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
,2022-11-06,FALSE,2023-11-29,10,Advertisement,Betty Huett,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-10-21,FALSE,2023-11-29,15,Other,Alvina Alywen,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-11-07,TRUE,2023-11-29,25,Employee Referral,Massimo Capron,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Working  - Contacted
,2022-10-15,FALSE,2023-11-29,12,Purchased List,Cathrin Bridat,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Qualified
63000,2022-10-30,FALSE,2023-11-29,12,Purchased List,Toe,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
,2022-11-01,FALSE,2023-11-29,8,Other,Kristin Prebble,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-10-22,TRUE,2023-11-29,13,Advertisement,Lu Courtier,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Nurturing
,2022-11-06,FALSE,2023-11-29,13,Other,Juliet Demageard,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Nurturing - Contacted
,2022-10-16,FALSE,2023-11-29,11,Other,Leola Beament,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Qualified
,2022-10-21,FALSE,2023-11-29,,Trade Show,Karlee Reeman,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-11-02,TRUE,2023-11-29,24,Advertisement,Sherman Joscelyne,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working
,2022-10-18,FALSE,2023-11-29,25,Other,Tailor Tibalt,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,New
,2022-11-07,FALSE,2023-11-29,16,Employee Referral,Derrick Guy,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working  - Contacted
,2022-10-31,TRUE,2023-11-29,5,Other,Orazio Featonby,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Converted
,2022-11-06,FALSE,2023-11-29,16,Employee Referral,Mord Pasterfield,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Converted
,2022-10-26,FALSE,2023-11-29,12,Employee Referral,Angelina Leetham,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working  - Contacted
,2022-11-06,FALSE,2023-11-29,7,Other,Orwell,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Nurturing
,2022-10-24,FALSE,2023-11-29,14,Employee Referral,Leno,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing - Contacted
,2022-10-31,TRUE,2023-11-29,6,Advertisement,Clinton,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,New
82000,2022-10-15,FALSE,2023-11-29,6,Other,Shakespeare,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
,2022-10-29,FALSE,2023-11-29,,Employee Referral,Hermann Lismer,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Qualified
35900,2022-10-14,TRUE,2023-11-29,14,Other,Rona Chalker,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Qualified
20000,2022-10-25,FALSE,2023-11-29,6,Purchased List,Nicki Hayden,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Nurturing - Contacted
,2022-11-10,FALSE,2023-11-29,15,Advertisement,Peria Foukx,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working  - Contacted
20500,2022-10-31,FALSE,2023-11-29,5,Purchased List,Reginald Grigore,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing
22000,2022-10-15,TRUE,2023-11-29,24,Other,Eden MacFarland,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Converted
57000,2022-11-10,FALSE,2023-11-29,7,Other,Carree Windress,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-26,FALSE,2023-11-29,5,Trade Show,Debra Nairy,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
16000,2022-11-01,FALSE,2023-11-29,12,Employee Referral,Holly Sawle,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Converted
